Question,Correct Answer,Correct Index,Option A,Option B,Option C,Option D
What girl band performed the 1986 hit song Walk Like an Egyptian?,The Bangles,1,The Bangles,Dixie Chicks,No Angels,Labelle
"The highly successful movie Schindlers List, directed by Steven Spielberg, is based on this historical novel by Australian author Thomas Keneally.",Schindlers Ark,3,The Unlikely Hero,Noahs Ark,Schindlers Ark,The Lost Ark
Which character from the movie House of 1000 Corpses was made into Fish Boy?,Bill,4,Brian,Barry,Bob,Bill
"In the 1978 musical, Grease, Betty Rizzo sings a song called There Are Worse Things I Could Do.  What does she consider to be the worst thing she could do?",Cry in front of people,2,Not keep a promise,Cry in front of people,Flirt with guys,Take cold showers
"Famous Latin singer, Selena, was slain by one of her own family members.",False,1,False,True,N/A,N/A
Which statement is true about Tito Puente?,He was a percussionist and vibraphonist.,2,He was a violinist.,He was a percussionist and vibraphonist.,He was a trumpet player.,He was a trombonist.
"In The Shining, what was the last name of Jack and Wendy ?",Torrence,1,Torrence,Hannigan,Charleston,King
"What 1980 movie contains the following quote: I understand you lost your wife and daughter a little while ago. Maybe it shook you up. Maybe too much... *Maybe*, you need help.?",The Changeling,3,Poltergeist,The Amityville Horror,The Changeling,The Watcher in the Woods
"The Charge of the Light Brigade, which remained in history as a rather incompetent and unsuccessful cavalry charge, led by Lord Cardigan, occurred during which military conflict?",The Crimean War,2,The Boer War,The Crimean War,The Franco-Prussian War,The Boxer Rebellion
You Make Me Feel Like Dancing was a huge dance hit for this singer in the year 1977.,Leo Sayer,3,Marvin Gaye,Alan ODay,Leo Sayer,Stevie Wonder
"In the movie Pretty in Pink, Duckie is Andies boyfriend.",False,2,True,False,N/A,N/A
Alaska used to be part of Russia.,True,2,False,True,N/A,N/A
"This musician said, I dont like country music, but I dont mean to denigrate those who do. And for those people who like  country music, denigrate means put  down.",Bob Newhart,1,Bob Newhart,Frank Sinatra,Buddy Rich,Duke Ellington
"Loss of life was limited during the 1906 San Francisco earthquake as it occurred shortly after 5:00 pm, so many people were not in their homes.",False,1,False,True,N/A,N/A
"According to the lyrics of the song A Boy Named Sue by Johnny Cash, what body part did the boys father cut off a piece of during their fight?",Ear,4,Chin,Nose,Eye,Ear
"Fred Ward, aka Melanies dad Earl in Sweet Home Alabama, has guest starred on Greys Anatomy with Patrick Dempsey. He played Denny Duquette Sr., father of everyones favorite Seattle Grace patient Denny Duquette. Did you know that he also played a father named Earl in another hit comedy back in the day? What comedy am I talking about?",Road Trip,3,Corky Romano,Summer Catch,Road Trip,Joe Dirt
This indie pop band from Scotland composed the soundtrack to the movie Storytelling (2002).  Their other albums Tigermilk (1996) and The Boy with the Arab Strap (1998) exhibit their trademark baroque pop sound with enigmatic and literate lyrics reminiscent of The Smiths.,Belle  Sebastian,4,Neutral Milk Hotel,Arctic Monkeys,The Ravonettes,Belle  Sebastian
"In the movie Saturday Night Fever, Tony Manero and his friends from Bay Ridge, Brooklyn, climbed along the parapets of which bridge?",Verrazano Narrows Bridge,1,Verrazano Narrows Bridge,Triboro Bridge,Manhattan Bridge,Brooklyn Bridge
This First lady of the American stage lived 1900-1993. She won her first Oscar in 1932 (The Sin of Madelon Claudet.) Her first Tony came in 1947 for her work in Happy Birthday.” She won a 1952 Emmy and a 1976 Grammy.,Helen Hayes,1,Helen Hayes,Katherine Hepburn,Audrey Hepburn,Jeanne Tierney
Rumors was recorded by this group and ranked #26 on Rolling Stone magazines top 500 greatest albums of all time.,Fleetwood Mac,2,The Who,Fleetwood Mac,R.EM.,U2
What is the longest river located entirely within the territory of the state of California?,Sacramento River,4,Mad River,Salmon River,Big River,Sacramento River
"In his testament, Lenin stated that he did not approve of Joseph Stalin having so much power and that he didnt want him to rule Russia.",True,2,False,True,N/A,N/A
On what date did Whitney Houston and Bobby Browns divorce become final?,"April 24, 2007",1,"April 24, 2007","June 1, 2007","May 25, 2007","August 15, 2007"
Telly Savalas turned down the role of Archer J. Maggott in The Dirty Dozen due to health reasons.,False,2,True,False,N/A,N/A
This 1983 cult horror movie was Tony Scotts first feature film and features a very famous lesbian scene.,The Hunger,2,Once Bitten,The Hunger,The Lost Boys,Daughters of Darkness
What is the meaning of the name Aaliyah?,Ascending,3,Heavenly child,Most precious,Ascending,Angelic
"Neil Diamonds smash America is taken from the soundtrack of what 1980 film remake, in which Diamond also starred?",The Jazz Singer,3,The Cotton Club,The Wiz,The Jazz Singer,"New York, New York"
Austria was the first country to sign an armistice in 1918 which led to the end of the World  War I .,False,2,True,False,N/A,N/A
"The movie A Clockwork Orange was set  in Scotland in the year 2005, as imagined in 1965.",False,2,True,False,N/A,N/A
The English director Alfred Hitchcocks first suspense film was released in February 1927. This was the name of the movie.,The Lodger,3,The Manxman,Murder!,The Lodger,The 39 Steps
"What was the name of the character, portrayed by Jesse McCartney on the soap opera All My Children?",Adam J.R. Chandler,1,Adam J.R. Chandler,Adrian Sword,Mateo Santos,Leo DuPres
"Originally, any knight could bestow knighthood on a man.",True,1,True,False,N/A,N/A
Who portrays Mr. Wong in the comedy film Norbit?,Eddie Murphy,1,Eddie Murphy,Dave Chappelle,Cuba Gooding Jr.,Chris Tucker
This singer had a U.S. #1 hit in 1983 with All Night Long (All Night).,Lionel Richie,1,Lionel Richie,Phil Collins,Elton John,Cyndi Lauper
"Tina Fey, who adapted the script for Mean Girls from the book Queen Bees and Wannabees, used to be head writer for which TV show?",Saturday Night Live,3,Mad TV,Spin City,Saturday Night Live,That 70s Show
"What was the original name of RB boy band Boyz II Men, formed in 1986 in Philadelphia, Pennsylvania?",Unique Attraction,1,Unique Attraction,New Page,New Edition,To The Right
"These two brothers personally wrote and directed the movies, Matrix (1999), Matrix Reloaded (2003) and Matrix Revolutions (2003).",The Wachowski Brothers,4,The Spierig Brothers,The Osmond Brothers,The Quay Brothers,The Wachowski Brothers
Which of the following bands features Simone Simmons on their song Web of Lies?,Ayreon,2,Sirenia,Ayreon,Leaves Eyes,Visions of Atlantis
Which Rogers and Hammerstein musical featured the comic lament  Pore Jud is Daid?,Oklahoma,4,CanCan,Annie Get Your Gun,Anything Goes,Oklahoma
"Tall and tan and young and lovely introduces The Girl from Ipanema.  One can picture the beaches of Brazil as each one she passes goes aahhh.  The Girl from Ipanema was an international hit and introduced the bossa nova to a world audience.  However, in the lyrics of the song, what dance does the singer compare her to as she swings so cool and sways so gentle?",Samba,1,Samba,Rumba,Tango,Waltz
Virtuoso Steve Vai has been featured on albums by all but one of these bands/artists. For which of these hasnt he performed?,Ozzy Osbourne,2,Public Image Limited,Ozzy Osbourne,David Lee Roth,Whitesnake
When was Ernest Tubbs born?,"February 9, 1914",3,"June 11, 1925","May 4, 1908","February 9, 1914","January 16, 1911"
"Sally Field, Shirley MacLaine and Julia Roberts starred in the 1989 movie Fried Green Tomatoes.",False,2,True,False,N/A,N/A
This drummer first became prominent as the drummer for Frank Zappa. He later became famous for his work with Jeff Beck and Korn.,Terry Bozzio,3,CHad Smith,Buddy Miles,Terry Bozzio,Buddy Salzman
Which movie is this soundtrack from?,Blues Brothers,1,Blues Brothers,Gangsters,Scarface,Mafia
What is the name of the restaurant that the friends frequent in the movie American Pie?,Dog Years,3,Hot Dog Jims,Dog and Suds,Dog Years,Doghouse
The 2007 film 300 was losely based on the ancient Battle of Thermopylae. What does the name “Thermopylae” mean translated from Greek?,Hot gateway,3,Gateway of death,Wide gateway,Hot gateway,Deadly gateway
"A former Rhodes Scholar and Golden Gloves Boxer, this country music outlaw penned Me and Bobby McGee which became a number one single for his former girlfriend, Janis Joplin.",Kris Kristofferson,4,Waylon Jennings,David Allen Coe,Willie Nelson,Kris Kristofferson
"After The Wailers renamed to Bob Marley and The Wailers, they released an album. It included No Woman No Cry, probably their most famous song. What was the name of the album?",Natty Dread,1,Natty Dread,Rebel Music,Babylon By Bus,Natural Music
Wake me up when November Ends is not a song by Green Day.,True,2,False,True,N/A,N/A
Geri Halliwells cover version of  the Weather Girls single Its Raining Men appeared on the soundtrack of which 2001 movie?,Bridget Joness Diary,1,Bridget Joness Diary,Polar Express,The Matrix,Autumn Sonata
"In 1973, they made it to the top 10 with Stuck In The Middle With You. The next year, their follow up, Star didnt do as well.",Stealers Wheel,1,Stealers Wheel,Steal Away,Steel Breeze,Steely Dan
What famous baseball pitcher played the role of Skidmark in the movie Kingpin?,Roger Clemens,3,Nolan Ryan,Curt Schilling,Roger Clemens,Greg Maddux
"In the movie, The African Queen, how did Charlie and Rose plan to destroy the German war boat on the lake?",Build homemade torpedoes and ram the war boat.,2,Make firebombs and torch the boat.,Build homemade torpedoes and ram the war boat.,Ram the boat and puncture the hull.,Sneak aboard and set off an explosive charge.
Which guitarist ran for the Presidency of the United States in 1980?,Joe Walsh,3,Duane Allman,Buddy Guy,Joe Walsh,Joe Perry
Mother and Child Reunion was a hit song for this singer in 1973.,Paul Simon,2,Art Garfunkel,Paul Simon,Michael McMurphy,Gilbert OSullivan
Maya ritual ceremonies were particularly noted for which one of these reasons?,Cruel sacrifices,2,Impressive dance performances,Cruel sacrifices,Long duration,Colorful body painting
"People Magazine named a 2007 Star of the Year. This star is the new face of Versace, plays around with a Grand-Am race car and became the father of two. Who is this Prince Charming?",Patrick Dempsey,4,Johnny Depp,Brad Pitt,Tiger Woods,Patrick Dempsey
The Shinsengumi group remained loyal to the Tokugawa shogunate until the end of the Bakamatsu.,True,2,False,True,N/A,N/A
I shot a man at close range through his head with a bow and arrow. Who am I?,Rambo,3,John Mcclane,The Terminator,Rambo,Indiana Jones
This Latin American hip-hop group is primarily known for their advocacy of cannabis usage and their single Insane in the Brain.,Cypress Hill,1,Cypress Hill,The Geto Boys,Public Enemy,Wu Tang Clan
"What is the missing word from The Beatles song Help: And now my life has changed in oh so many ways, my ... seems to vanish in the haze?",Independence,4,Courage,Strength,Hope,Independence
"In Cuba, the terminally ill Hyman Roth brings up the issue of Moe Green’s hit, telling Michael, I didnt ask who gave the order, because it had nothing to do with business! Which movie is this from?",The Godfather II,2,Prizzi’s Honor,The Godfather II,Heaven Can Wait,Dog Day Afternoon
Complete this line from Beyonce’s ballad ‘Wishing on a Star’: ‘And Im wishing on the rainbows that I see. Im wishing on the people who …’,Really dream,1,Really dream,Stay with me,Have a dream,Follow me
This Toilet Earth; Ragnarok,Gwar,2,Biohazard,Gwar,Metal Church,Corrosion of Conformity
"Something interesting happened on 19 January 1984; the bands equipment was stolen from Boston, Massachusetts. However, this unfortunate event inspired Metallicas first ballad. Do you know the name of the song?",Fade To Black,4,Hit The Lights,Welcome Home (Sanitarium),One,Fade To Black
Nolan Bushnell is considered to be the father of the video arcade industry. In 1972 he founded his own game company and together with Ted Dabney and Al Alcorn released the first arcade video game with major success- Pong. What was the name of his company?,Atari,4,Nutting Associates,Nintendo,Sega,Atari
This husband and wife duo topped the dance chart in 1986 with the song featured in the audio clip.,Nu Shooz,4,Soul II Soul,Tom Tom Club,Pepsi  Shirlie,Nu Shooz
Carrie sings Mister Snow in which Rogers and Hammerstein show of the 50’s?,Carousel,2,Hello Dolly,Carousel,Cabaret,Annie
Hong Kong ceded to the British and John F. Kennedy was inaugurated on this day.,January 20,4,March 14,April 2,November 23,January 20
This group had a HUGE #1 U.S. hit in the 80s with Karma Chameleon,Culture Club,3,The Clash,The Tom Tom Club,Culture Club,Men at Work
"This symphony, composed by Beethoven in 1800, lasts for just 28 minutes. Many say that it resembles a German drinking song.",Symphony #1,3,Symphony #6,Symphony #4,Symphony #1,Symphony #2
Which of the following is the name of a 1970s Motown group?,The Undisputed Truth,1,The Undisputed Truth,Smiling Faces Sometimes,Zoot Suit Boogie,Venus in Blue Jeans
"Indiana Jones friend, who flies a seaplane in Raiders of the Lost Ark, has a pet snake. Name this character and his pet.",Jock and Reggie,4,John and Sam,Jake and Snake,George and Randy,Jock and Reggie
The US mining of what nations harbors created a congressional frenzy in April of 1984 and was  a case heard by the International Court of Justice?,Nicaragua,4,Japan,Qatar,Panama,Nicaragua
